DATE_COL,SITE_ID,UNIQUE_ID,LATITUDE,LONGITUDE,TARGET_TAXON,TOTAL,LIFE_STAGE,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,GENUS,FFG,HABIT,,,,,,,,,,
2023-05-23,MSHN_3,PSU_VP_146,40.94993,-78.002096,Limnephiloidea,1,Pupa,Arthropoda,Insecta,Trichoptera,,,,,,,,,,,,,,,
2023-05-23,MSHN_3,PSU_VP_147,40.94993,-78.002096,Limnephiloidea,1,Pupa,Arthropoda,Insecta,Trichoptera,,,,,,,,,,,,,,,
2023-05-23,MSHN_3,PSU_VP_148,40.94993,-78.002096,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-23,MSHN_3,PSU_VP_149,40.94993,-78.002096,Limnephiloidea,1,Pupa,Arthropoda,Insecta,Trichoptera,,,,,,,,,,,,,,,
2023-05-23,MSHN_3,PSU_VP_150,40.94993,-78.002096,Limnephiloidea,1,Pupa,Arthropoda,Insecta,Trichoptera,,,,,,,,,,,,,,,
2023-05-24,BDEG_2,PSU_VP_151,40.80081,-77.506195,Oligochaeta,1,Adult,Arthropoda,Clitellata,Oligochaeta,,,,,,,,,,,,,,,
2023-05-16,MHSN_1,PSU_VP_152,40.84595,-78.097878,Oligochaeta,12,Adult,Arthropoda,Clitellata,Oligochaeta,,,,,,,,,,,,,,,
2023-05-23,MSHN_1,PSU_VP_153,40.84595,-78.097878,Oligochaeta,6,Adult,Arthropoda,Clitellata,Oligochaeta,,,,,,,,,,,,,,,
2023-05-23,MSHN_2,PSU_VP_154,40.93583,-78.032284,Oligochaeta,53,Adult,Arthropoda,Clitellata,Oligochaeta,,,,,,,,,,,,,,,
2023-05-16,MSHN_2,PSU_VP_155,40.93583,-78.032284,Oligochaeta,48,Adult,Arthropoda,Clitellata,Oligochaeta,,,,,,,,,,,,,,,
2023-05-23,MSHN_3,PSU_VP_156,40.94993,-78.002096,Oligochaeta,26,Adult,Arthropoda,Clitellata,Oligochaeta,,,,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_157,40.94993,-78.002096,Oligochaeta,10,Adult,Arthropoda,Clitellata,Oligochaeta,,,,,,,,,,,,,,,
2023-05-24,BDEG_3,PSU_VP_158,40.80368,-77.499264,Scirtidae,1,Larvae,Arthropoda,Insecta,Coleoptera,Scirtidae,,,,,,,,,,,,,,
2023-05-24,BDEG_3,PSU_VP_159,40.80368,-77.499264,Scirtidae,1,Larvae,Arthropoda,Insecta,Coleoptera,Scirtidae,,,,,,,,,,,,,,
2023-05-24,BDEG_3,PSU_VP_160,40.80368,-77.499264,Scirtidae,1,Larvae,Arthropoda,Insecta,Coleoptera,Scirtidae,,,,,,,,,,,,,,
2023-05-24,BDEG_3,PSU_VP_161,40.80368,-77.499264,Scirtidae,1,Larvae,Arthropoda,Insecta,Coleoptera,Scirtidae,,,,,,,,,,,,,,
2023-05-24,BDEG_3,PSU_VP_162,40.80368,-77.499264,Scirtidae,1,Larvae,Arthropoda,Insecta,Coleoptera,Scirtidae,,,,,,,,,,,,,,
2023-05-24,BDEG_3,PSU_VP_163,40.80368,-77.499264,Scirtidae,1,Larvae,Arthropoda,Insecta,Coleoptera,Scirtidae,,,,,,,,,,,,,,
2023-05-24,BDEG_3,PSU_VP_164,40.80368,-77.499264,Scirtidae,1,Larvae,Arthropoda,Insecta,Coleoptera,Scirtidae,,,,,,,,,,,,,,
2023-05-24,BDEG_3,PSU_VP_165,40.80368,-77.499264,Scirtidae,1,Larvae,Arthropoda,Insecta,Coleoptera,Scirtidae,,,,,,,,,,,,,,
2023-05-24,BDEG_3,PSU_VP_166,40.80368,-77.499264,Scirtidae,1,Larvae,Arthropoda,Insecta,Coleoptera,Scirtidae,,,,,,,,,,,,,,
2023-05-24,BDEG_3,PSU_VP_167,40.80368,-77.499264,Scirtidae,1,Larvae,Arthropoda,Insecta,Coleoptera,Scirtidae,,,,,,,,,,,,,,
2023-05-24,BDEG_3,PSU_VP_168,40.80368,-77.499264,Scirtidae,1,Larvae,Arthropoda,Insecta,Coleoptera,Scirtidae,,,,,,,,,,,,,,
2023-05-24,BDEG_3,PSU_VP_169,40.80368,-77.499264,Scirtidae,1,Larvae,Arthropoda,Insecta,Coleoptera,Scirtidae,,,,,,,,,,,,,,
2023-05-24,BDEG_3,PSU_VP_170,40.80368,-77.499264,Scirtidae,1,Larvae,Arthropoda,Insecta,Coleoptera,Scirtidae,,,,,,,,,,,,,,
2023-05-24,BDEG_3,PSU_VP_171,40.80368,-77.499264,Scirtidae,1,Larvae,Arthropoda,Insecta,Coleoptera,Scirtidae,,,,,,,,,,,,,,
2023-05-24,BDEG_3,PSU_VP_172,40.80368,-77.499264,Scirtidae,1,Larvae,Arthropoda,Insecta,Coleoptera,Scirtidae,,,,,,,,,,,,,,
2023-05-23,MSHN_1,PSU_VP_173,40.84595,-78.097878,Limnephiloidea,1,Pupa,Arthropoda,Insecta,Trichoptera,,,,,,,,,,,,,,,
2023-05-23,MSHN_1,PSU_VP_174,40.84595,-78.097878,Dytiscidae,1,Larvae,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,,,,,,,,,,,,
2023-05-23,MSHN_1,PSU_VP_175,40.84595,-78.097878,Culex,1,Pupa,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Culex,,,,,,,,,,,,
2023-05-17,BDEG_3,PSU_VP_176,40.80368,-77.499264,Chaoboridae,1,Pupa,Arthropoda,Insecta,Diptera,Chaoboridae,,,,,,,,,,,,,,
2023-07-03,SPRL_1,PSU_VP_177,41.10381,-77.988083,Oligochaeta,3,Adult,Arthropoda,Clitellata,Oligochaeta,,,,,,,,,,,,,,,
2023-07-03,SPRL_1,PSU_VP_178,41.10381,-77.988083,Hirudinea,3,Adult,Arthropoda,Clitellata,Hirudinea,,,,,,,,,,,,,,,
2023-07-03,SPRL_1,PSU_VP_179,41.10381,-77.988083,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-07-03,SPRL_1,PSU_VP_180,41.10381,-77.988083,Aedes,1,Pupa,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-07-03,SPRL_1,PSU_VP_181,41.10381,-77.988083,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,,,,,,,,,,
2023-07-03,SPRL_1,PSU_VP_182,41.10381,-77.988083,Liodessus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Liodessus,,,,,,,,,,,,
2023-07-03,SPRL_1,PSU_VP_183,41.10381,-77.988083,Liodessus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Liodessus,,,,,,,,,,,,
2023-07-03,SPRL_1,PSU_VP_184,41.10381,-77.988083,Liodessus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Liodessus,,,,,,,,,,,,
2023-07-03,SPRL_1,PSU_VP_185,41.10381,-77.988083,Liodessus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Liodessus,,,,,,,,,,,,
2023-07-03,SPRL_1,PSU_VP_186,41.10381,-77.988083,Liodessus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Liodessus,,,,,,,,,,,,
2023-07-03,SPRL_1,PSU_VP_187,41.10381,-77.988083,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,,,,,,,,,,
2023-07-03,SPRL_1,PSU_VP_188,41.10381,-77.988083,Lesteva,1,Adult,Arthropoda,Insecta,Coleoptera,Staphylinidae,Omaliinae,Lesteva,,,,,,,,,,,,
2023-07-03,SPRL_1,PSU_VP_189,41.10381,-77.988083,Limnephiloidea,1,Pupa,Arthropoda,Insecta,Trichoptera,,,,,,,,,,,,,,,
2023-07-03,SPRL_1,PSU_VP_190,41.10381,-77.988083,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,,,,,,,,,,
2023-07-03,SPRL_1,PSU_VP_191,41.10381,-77.988083,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,,,,,,,,,,
2023-07-03,SPRL_1,PSU_VP_192,41.10381,-77.988083,Liodessus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Liodessus,,,,,,,,,,,,
2023-07-03,SPRL_1,PSU_VP_193,41.10381,-77.988083,Liodessus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Liodessus,,,,,,,,,,,,
2023-07-03,SPRL_1,PSU_VP_194,41.10381,-77.988083,Coptotomus,1,Larvae,Arthropoda,Insecta,Coleoptera,Dytiscidae,Coptotominae,Coptotomus,,,,,,,,,,,,
2023-07-03,SPRL_1,PSU_VP_195,41.10381,-77.988083,Lesteva,1,Adult,Arthropoda,Insecta,Coleoptera,Staphylinidae,Omaliinae,Lesteva,,,,,,,,,,,,
2023-07-03,SPRL_1,PSU_VP_196,41.10381,-77.988083,Lesteva,1,Adult,Arthropoda,Insecta,Coleoptera,Staphylinidae,Omaliinae,Lesteva,,,,,,,,,,,,
2023-07-03,SPRL_1,PSU_VP_197,41.10381,-77.988083,Lesteva,1,Adult,Arthropoda,Insecta,Coleoptera,Staphylinidae,Omaliinae,Lesteva,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_198,40.84595,-78.097878,Agabinae,1,Larvae,Arthropoda,Insecta,Coleoptera,Dytiscidae,Agabinae,,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_199,40.84595,-78.097878,Aedes,1,Pupa,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_200,40.84595,-78.097878,Aedes,1,Pupa,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_201,40.84595,-78.097878,Lesteva,1,Adult,Arthropoda,Insecta,Coleoptera,Staphylinidae,,Lesteva,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_202,40.84595,-78.097878,Anopheles,1,Pupa,Arthropoda,Insecta,Diptera,Culicidae,Anophelinae,Anopheles,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_203,40.84595,-78.097878,Anopheles,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Anophelinae,Anopheles,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_204,40.84595,-78.097878,Anopheles,1,Pupa,Arthropoda,Insecta,Diptera,Culicidae,Anophelinae,Anopheles,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_205,40.84595,-78.097878,Anopheles,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Anophelinae,Anopheles,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_206,40.84595,-78.097878,Anopheles,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Anophelinae,Anopheles,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_207,40.84595,-78.097878,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_208,40.84595,-78.097878,Enochrus,1,Larvae,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_209,40.84595,-78.097878,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_210,40.84595,-78.097878,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_211,40.84595,-78.097878,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_212,40.84595,-78.097878,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_213,40.84595,-78.097878,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_214,40.84595,-78.097878,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_215,40.84595,-78.097878,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_216,40.84595,-78.097878,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_217,40.84595,-78.097878,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_218,40.84595,-78.097878,Notonecta,1,Adult,Arthropoda,Insecta,Hemiptera,Notonectidae,,Notonecta,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_219,40.84595,-78.097878,Notonecta,1,Adult,Arthropoda,Insecta,Hemiptera,Notonectidae,,Notonecta,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_220,40.84595,-78.097878,Notonecta,1,Adult,Arthropoda,Insecta,Hemiptera,Notonectidae,,Notonecta,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_221,40.84595,-78.097878,Notonecta,1,Adult,Arthropoda,Insecta,Hemiptera,Notonectidae,,Notonecta,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_222,40.84595,-78.097878,Notonecta,1,Adult,Arthropoda,Insecta,Hemiptera,Notonectidae,,Notonecta,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_223,40.84595,-78.097878,Notonecta,1,Adult,Arthropoda,Insecta,Hemiptera,Notonectidae,,Notonecta,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_224,40.84595,-78.097878,Notonecta,1,Adult,Arthropoda,Insecta,Hemiptera,Notonectidae,,Notonecta,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_225,40.84595,-78.097878,Notonecta,1,Adult,Arthropoda,Insecta,Hemiptera,Notonectidae,,Notonecta,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_226,40.84595,-78.097878,Gerris,1,Adult,Arthropoda,Insecta,Hemiptera,Gerridae,Gerrinae,Gerris,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_227,40.84595,-78.097878,Gerridae,1,Larvae,Arthropoda,Insecta,Hemiptera,Gerridae,,,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_228,40.84595,-78.097878,Gerridae,1,Larvae,Arthropoda,Insecta,Hemiptera,Gerridae,,,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_229,40.84595,-78.097878,Gerridae,1,Larvae,Arthropoda,Insecta,Hemiptera,Gerridae,,,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_230,40.84595,-78.097878,Gerridae,1,Larvae,Arthropoda,Insecta,Hemiptera,Gerridae,,,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_231,40.84595,-78.097878,Gerridae,1,Larvae,Arthropoda,Insecta,Hemiptera,Gerridae,,,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_232,40.84595,-78.097878,Gerridae,1,Larvae,Arthropoda,Insecta,Hemiptera,Gerridae,,,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_233,40.84595,-78.097878,Peltodytes,1,Adult,Arthropoda,Insecta,Coleoptera,Haliplidae,,Peltodytes,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_234,40.84595,-78.097878,Hirudinea,3,Adult,Arthropoda,Clitellata,Hirudinea,,,,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_235,40.84595,-78.097878,Oligochaeta,70,Adult,Arthropoda,Clitellata,Oligochaeta,,,,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_236,40.84595,-78.097878,Anopheles,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Anophelinae,Anopheles,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_237,40.84595,-78.097878,Agabinae,1,Larvae,Arthropoda,Insecta,Coleoptera,Dytiscidae,Agabinae,,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_238,40.84595,-78.097878,Liodessus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Liodessus,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_239,40.84595,-78.097878,Hydroporus,1,Larvae,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Hydroporus,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_240,40.84595,-78.097878,Dytiscus,1,Larvae,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscinae,Dytiscus,,,,,,,,,,,,
2023-07-05,MSHN_1,PSU_VP_241,40.84595,-78.097878,Dytiscus,1,Larvae,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscinae,Dytiscus,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_242,41.15978,-77.899456,Chauliodes,1,Larvae,Arthropoda,Insecta,Megaloptera,Corydalidae,Chauliodinae,Chauliodes,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_243,41.15978,-77.899456,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_244,41.15978,-77.899456,Ceratopogoninae,1,Larvae,Arthropoda,Insecta,Diptera,Ceratopogonidae,Ceratopogoninae,,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_245,41.15978,-77.899456,Ceratopogoninae,1,Larvae,Arthropoda,Insecta,Diptera,Ceratopogonidae,Ceratopogoninae,,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_246,41.15978,-77.899456,Liodessus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Liodessus,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_247,41.15978,-77.899456,Liodessus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Liodessus,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_248,41.15978,-77.899456,Liodessus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Liodessus,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_249,41.15978,-77.899456,Liodessus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Liodessus,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_250,41.15978,-77.899456,Liodessus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Liodessus,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_251,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_252,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_253,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_254,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_255,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_256,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_257,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_258,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_259,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_260,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_261,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_262,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_263,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_264,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_265,41.15978,-77.899456,Neoporus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Neoporus,,,,,,,,,,,,
2023-07-03,SPRL_3,PSU_VP_266,41.15978,-77.899456,Neoporus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Neoporus,,,,,,,,,,,,
2023-07-06,BDEG_2,PSU_VP_267,40.80081,-77.506195,Gerris,1,Adult,Arthropoda,Insecta,Hemiptera,Gerridae,Gerrinae,Gerris,,,,,,,,,,,,
2023-07-06,BDEG_2,PSU_VP_268,40.80081,-77.506195,Scirtidae,1,Larvae,Arthropoda,Insecta,Coleoptera,Scirtidae,,,,,,,,,,,,,,
2023-07-06,BDEG_2,PSU_VP_269,40.80081,-77.506195,Lesteva,1,Adult,Arthropoda,Insecta,Coleoptera,Staphylinidae,,Lesteva,,,,,,,,,,,,
2023-07-06,BDEG_2,PSU_VP_270,40.80081,-77.506195,Lesteva,1,Adult,Arthropoda,Insecta,Coleoptera,Staphylinidae,,Lesteva,,,,,,,,,,,,
2023-07-05,MSHN_2,PSU_VP_271,40.93583,-78.032284,Oligochaeta,22,Adult,Arthropoda,Clitellata,Oligochaeta,,,,,,,,,,,,,,,
2023-07-05,MSHN_2,PSU_VP_272,40.93583,-78.032284,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,,,,,,,,,,
2023-07-05,MSHN_2,PSU_VP_273,40.93583,-78.032284,Hydroporus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Hydroporus,,,,,,,,,,,,
2023-07-05,MSHN_2,PSU_VP_274,40.93583,-78.032284,Hydroporus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Hydroporus,,,,,,,,,,,,
2023-07-05,MSHN_2,PSU_VP_275,40.93583,-78.032284,Hydroporus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Hydroporus,,,,,,,,,,,,
2023-07-05,MSHN_2,PSU_VP_276,40.93583,-78.032284,Neoporus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Neoporus,,,,,,,,,,,,
2023-05-16,MSHN_1,PSU_VP_277,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,
2023-05-23,MSHN_1,PSU_VP_278,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,
2023-05-23,MSHN_1,PSU_VP_279,40.84595,-78.097878,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,
2023-05-23,MSHN_1,PSU_VP_280,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,
2023-05-23,MSHN_1,PSU_VP_281,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_282,40.94993,-78.002096,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_283,40.94993,-78.002096,Orthocladinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladinae,,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_284,40.94993,-78.002096,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_285,40.94993,-78.002096,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_286,40.94993,-78.002096,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_287,40.94993,-78.002096,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_288,40.94993,-78.002096,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,
2023-05-23,MSHN_2,PSU_VP_289,40.93583,-78.032284,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,
2023-05-23,MSHN_2,PSU_VP_290,40.93583,-78.032284,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,
2023-05-23,MSHN_2,PSU_VP_291,40.93583,-78.032284,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,
2023-05-22,SPRL_3,PSU_VP_292,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,
2023-05-22,SPRL_3,PSU_VP_293,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,
2023-05-22,SPRL_3,PSU_VP_294,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,
